name,typeString,addressLineOne,addressLineTwo,city,state,zipFive,zipFour,county,isPoBoxLocation,phone,drivingDirectionsLink,grantNumber,delegateNumber,programName,programAddressLineOne,programAddressLineTwo,programCity,programState,programZipFive,programZipFour,programCounty,programPhone,programRegistrationPhone,latitude,longitude
Bluffview Head Start,,8100 Bunkum Rd,,Caseyville,IL,62232,2104,St. Clair County,,(618) 394-0918,,05CH012061,0,Southern Illinois University Edwardsville,6 Hairpin Dr,2202 Rendleman Hall,Edwardsville,IL,62026,1,Madison County,(618) 394-0918,(618)482-6955 - 28309,38.6244,-90.0588
Discovery Center for Little Scholars,,601 James R Thompson Blvd,"Building D, Room 1027",East Saint Louis,IL,62201,1129,St. Clair County,,(618) 482-6973,,05CH012061,0,Southern Illinois University Edwardsville,6 Hairpin Dr,2202 Rendleman Hall,Edwardsville,IL,62026,1,Madison County,(618) 482-6973,(618)482-6955 - 28309,38.6212,-90.1619
Lovejoy Head Start (Managed),,120 N 6th St,,Lovejoy,IL,62059,5906,St. Clair County,,(618) 874-5007,,05CH012061,0,Southern Illinois University Edwardsville,6 Hairpin Dr,2202 Rendleman Hall,Edwardsville,IL,62026,1,Madison County,(618) 874-5007,(618)482-6955 - 28309,38.6595,-90.1658
Cahokia Head Start,,150 Edgar St,,Cahokia,IL,62206,1216,St. Clair County,,(618) 332-2026,,05CH012061,0,Southern Illinois University Edwardsville,6 Hairpin Dr,2202 Rendleman Hall,Edwardsville,IL,62026,1,Madison County,(618) 332-2026,(618)482-6955 - 28309,38.5763,-90.1801
Helen Davis Head Start,,109 N 13th St,,East Saint Louis,IL,62201,2814,St. Clair County,,(618) 271-9296,,05CH012061,0,Southern Illinois University Edwardsville,6 Hairpin Dr,2202 Rendleman Hall,Edwardsville,IL,62026,1,Madison County,(618) 271-9296,(618)482-6955 - 28309,38.6176,-90.1524
Belleville Head Start,,1404 E Main St,,Belleville,IL,62220,3913,St. Clair County,,(618) 277-4681,,05CH012061,0,Southern Illinois University Edwardsville,6 Hairpin Dr,2202 Rendleman Hall,Edwardsville,IL,62026,1,Madison County,(618) 277-4681,(618)482-6955 - 28309,38.5157,-89.9664
Lessie Bates Davis Neighborhood House,,1045 State St,,East Saint Louis,IL,62201,1907,St. Clair County,,(618) 875-9756,,05CH012061,0,Southern Illinois University Edwardsville,6 Hairpin Dr,2202 Rendleman Hall,Edwardsville,IL,62026,1,Madison County,(618) 875-9756,(618)482-6955 - 28309,38.6249,-90.1483
Jackie Joyner Kersee Head Start,,101 Jackie Joyner Kersee Cir,,East Saint Louis,IL,62204,1742,St. Clair County,,(618) 215-6084,,05CH012061,0,Southern Illinois University Edwardsville,6 Hairpin Dr,2202 Rendleman Hall,Edwardsville,IL,62026,1,Madison County,(618) 215-6084,(618)482-6955 - 28309,38.6255,-90.1246
Home Base Option,,601 James R Thompson Blvd,Bldg 103,East Saint Louis,IL,62201,1129,St. Clair County,,(618) 482-8331,,05CH012061,0,Southern Illinois University Edwardsville,6 Hairpin Dr,2202 Rendleman Hall,Edwardsville,IL,62026,1,Madison County,(618) 482-8331,(618)482-6955 - 28309,38.6215,-90.1617
Savoy Elementary School,,2400 Shannon Pl SE,,Washington,DC,20020,5820,District of Columbia,,(202) 939-2000,,03CH012074,0,District of Columbia Public Schools,1200 1st St NE,Fl 12,Washington,DC,20002,7956,District of Columbia,(202) 939-2000,(202)698-1088,38.8629,-76.9937
Hendley Elementary School,,425 Chesapeake St SE,,Washington,DC,20032,3602,District of Columbia,,(202) 645-3450,,03CH012074,0,District of Columbia Public Schools,1200 1st St NE,Fl 12,Washington,DC,20002,7956,District of Columbia,(202) 645-3450,(202)698-1088,38.8288,-76.9995
Stanton Elementary School,,2701 Naylor Rd SE,,Washington,DC,20020,7242,District of Columbia,,(202) 671-6180,,03CH012074,0,District of Columbia Public Schools,1200 1st St NE,Fl 12,Washington,DC,20002,7956,District of Columbia,(202) 671-6180,(202)698-1088,38.8586,-76.9693
Kimball Elementary School,,3375 Minnesota Ave SE,,Washington,DC,20019,2238,District of Columbia,,(202) 671-6260,,03CH012074,0,District of Columbia Public Schools,1200 1st St NE,Fl 12,Washington,DC,20002,7956,District of Columbia,(202) 671-6260,(202)698-1088,38.8828,-76.9568
King Elementary School,,3200 6th St SE,,Washington,DC,20032,3801,District of Columbia,,(202) 939-4900,,03CH012074,0,District of Columbia Public Schools,1200 1st St NE,Fl 12,Washington,DC,20002,7956,District of Columbia,(202) 939-4900,(202)698-1088,38.8425,-76.998
C.W. Harris Elementary School,,301 53rd St SE,,Washington,DC,20019,6304,District of Columbia,,(202) 645-3188,,03CH012074,0,District of Columbia Public Schools,1200 1st St NE,Fl 12,Washington,DC,20002,7956,District of Columbia,(202) 645-3188,(202)698-1088,38.8836,-76.9263
Carole Robertson Center - 2929,,2929 W 19th St,,Chicago,IL,60623,2240,Cook County,,,,05CH012058,0,Carole Robertson Center for Learning,1111 S Western Ave,Ste B,Chicago,IL,60612,4146,Cook County,,(312)243-7300,41.8551,-87.7003
Carole Robertson Center - 3701,,3701 W Ogden Ave,,Chicago,IL,60623,2557,Cook County,,,,05CH012058,0,Carole Robertson Center for Learning,1111 S Western Ave,Ste B,Chicago,IL,60612,4146,Cook County,,(312)243-7300,41.8536,-87.7175
Carole Robertson Center - KIPP Microcenter,,1440 S Christiana Ave,,Chicago,IL,60623,1734,Cook County,,,,05CH012058,0,Carole Robertson Center for Learning,1111 S Western Ave,Ste B,Chicago,IL,60612,4146,Cook County,,(312)243-7300,41.8613,-87.7095
Carole Robertson Center - Legacy Microcenter,,3318 W Ogden Ave,,Chicago,IL,60623,2651,Cook County,,,,05CH012058,0,Carole Robertson Center for Learning,1111 S Western Ave,Ste B,Chicago,IL,60612,4146,Cook County,,(312)243-7300,41.8573,-87.7085
Carole Robertson Center - Albany Park,,5101 N Kimball Ave,,Chicago,IL,60625,4807,Cook County,,,,05CH012058,0,Carole Robertson Center for Learning,1111 S Western Ave,Ste B,Chicago,IL,60612,4146,Cook County,,(312)243-7300,41.9743,-87.7132
Erie Neighborhood House,,1701 W Superior St,,Chicago,IL,60622,5646,Cook County,,,,05CH012058,0,Carole Robertson Center for Learning,1111 S Western Ave,Ste B,Chicago,IL,60612,4146,Cook County,,(312)243-7300,41.8948,-87.6701
Metropolitan Family Services - North Side Center,,3255 N Central Ave,,Chicago,IL,60634,4360,Cook County,,,,05CH012058,0,Carole Robertson Center for Learning,1111 S Western Ave,Ste B,Chicago,IL,60612,4146,Cook County,,(312)243-7300,41.9402,-87.7664
Metropolitan Family Services - Learning and Wellness,,5338 S Loomis Blvd,,Chicago,IL,60609,5948,Cook County,,,,05CH012058,0,Carole Robertson Center for Learning,1111 S Western Ave,Ste B,Chicago,IL,60612,4146,Cook County,,(312)243-7300,41.7963,-87.66
Metropolitan Family Services - Midway Children's Center,,3215 W 63rd St,,Chicago,IL,60629,3354,Cook County,,,,05CH012058,0,Carole Robertson Center for Learning,1111 S Western Ave,Ste B,Chicago,IL,60612,4146,Cook County,,(312)243-7300,41.7785,-87.7038
Serving All Families Everywhere 2,,2141 W 79th St,,Chicago,IL,60620,5723,Cook County,,,,05CH012058,0,Carole Robertson Center for Learning,1111 S Western Ave,Ste B,Chicago,IL,60612,4146,Cook County,,(312)243-7300,41.75,-87.6772
Channing Day Care Center,,5701 W Division St,,Chicago,IL,60651,1115,Cook County,,,,05CH012058,0,Carole Robertson Center for Learning,1111 S Western Ave,Ste B,Chicago,IL,60612,4146,Cook County,,(312)243-7300,41.902,-87.7683
Positive Attitudes,,757 N Austin Blvd,,Chicago,IL,60644,1004,Cook County,,,,05CH012058,0,Carole Robertson Center for Learning,1111 S Western Ave,Ste B,Chicago,IL,60612,4146,Cook County,,(312)243-7300,41.8944,-87.7749
Western Nebraska Child Development Center,,3118 17th Ave,,Scottsbluff,NE,69361,1886,Scotts Bluff County,,(308) 635-3231,,07CH011456,0,Educational Service Unit No. 13,4215 Avenue I,,Scottsbluff,NE,69361,4902,Scotts Bluff County,(308) 635-3231,(308)635-3696,41.8778,-103.6414
Lighthouse For Children,,2405 Tulare St,,Fresno,CA,93721,2207,Fresno County,,(1) 559-263,,09CH012031,0,Fresno Economic Opportunities Commission,1920 Mariposa Mall,Ste 300,Fresno,CA,93721,2504,Fresno County,(1) 559-263,(559)263-1200,36.7374,-119.7856
FUSD-Calwa,,4303 E Jensen Ave,,Fresno,CA,93725,2105,Fresno County,,,,09CH012031,0,Fresno Economic Opportunities Commission,1920 Mariposa Mall,Ste 300,Fresno,CA,93721,2504,Fresno County,,(559)263-1200,36.7073,-119.7533
FUSD-Kirk,,2000 E Belgravia Ave,,Fresno,CA,93706,4416,Fresno County,,(1) 559-263,,09CH012031,0,Fresno Economic Opportunities Commission,1920 Mariposa Mall,Ste 300,Fresno,CA,93721,2504,Fresno County,(1) 559-263,(559)263-1200,36.7155,-119.7872
FUSD-Lane,,4730 E Lowe Ave,,Fresno,CA,93702,3918,Fresno County,,(1) 559-263,,09CH012031,0,Fresno Economic Opportunities Commission,1920 Mariposa Mall,Ste 300,Fresno,CA,93721,2504,Fresno County,(1) 559-263,(559)263-1200,36.7303,-119.7401
FUSD-Lincoln,,1100 Mono St,,Fresno,CA,93706,3857,Fresno County,,(1) 559-263,,09CH012031,0,Fresno Economic Opportunities Commission,1920 Mariposa Mall,Ste 300,Fresno,CA,93721,2504,Fresno County,(1) 559-263,(559)263-1200,36.7245,-119.7955
FUSD-Olmos,,550 S Garden Ave,,Fresno,CA,93727,3843,Fresno County,,(1) 559-263,,09CH012031,0,Fresno Economic Opportunities Commission,1920 Mariposa Mall,Ste 300,Fresno,CA,93721,2504,Fresno County,(1) 559-263,(559)263-1200,36.7378,-119.735
Faust Elementary School,,2901 Bellview Dr,,Bensalem,PA,19020,1311,Bucks County,,(215) 348-2940,,03CH011521,0,Bucks County Intermediate Unit 22,705 N Shady Retreat Rd,,Doylestown,PA,18901,2507,Bucks County,(215) 348-2940,(215)348-2940 - 8800,40.1198,-74.9638
Northwood Pinecone Preschool,,N14463 U S 53,,Minong,WI,54859,-1,Washburn County,,(715) 466-2297,,90CH012022,0,"CDI HS/Northwest Wisconsin, WI",10065 E Harvard Ave,Ste 700,Denver,CO,80231,5915,Denver County,(715) 466-2297,,46.1566,-91.8136
Esperanza Center,,335 5th Ave,,Moline,IL,61265,1149,Rock Island County,,(309) 792-4555,,05CH011954,0,"Project NOW, Inc., Community Action Agency",418 19th St,,Rock Island,IL,61201,8123,Rock Island County,(309) 792-4555,(309)792-4555,41.505,-90.5325
HEARTHWOOD BLENDED,,801 NE Hearthwood Blvd,,Vancouver,WA,98684,7407,Clark County,,(360) 896-9912,,10CH011140,0,Educational Opportunities for Children and Families,17800 SE Mill Plain Blvd. Ste 150,,Vancouver,WA,98683,7588,Clark County,(360) 896-9912,(360)567-2720,45.627,-122.5265
MCKENZIE FDFY,,14300 NE 18th St,,Vancouver,WA,98684,7807,Clark County,,(360) 567-0923,,10CH011140,0,Educational Opportunities for Children and Families,17800 SE Mill Plain Blvd. Ste 150,,Vancouver,WA,98683,7588,Clark County,(360) 567-0923,(360)567-2720,45.6369,-122.526
Winters Well,,35220 W Buckeye Rd,,Tonopah,AZ,85354,7542,Maricopa County,,(623) 474-5337,,09CH012063,0,"Catholic Charities Community Services, Inc.",7400 W Olive Ave,Ste 10,Peoria,AZ,85345,8890,Maricopa County,(623) 474-5337,,33.4363,-112.8104
Geneva Head Start,,30 West St,,Geneva,NY,14456,2521,Ontario County,,(315) 781-4104,,02CH012089,0,Geneva City School District Board of Education,30 West St, ,Geneva,NY,14456,2521,Ontario County,(315) 781-4104,(315)781-4104,42.865,-76.9968
Loza Pueblo,,Calle Espiritu Santo,,Loiza,PR,772,-1,Loiza Municipio,,(787) 665-5876,,02CH012088,0,Foundacion Para El Desarollo Del Hogar Priopio,Luis Muoz Marin Avenue,Carretera 183,Caguas,PR,726,-1,,(787) 665-5876,(939)282-4201,18.4293,-65.8826
Mii Mii,,Carretera 187 Km.9.9 Bo Mediania Alta Sector Mii Mii,,Loiza,PR,772,-1,Loiza Municipio,,(787) 665-6355,,02CH012088,0,Foundacion Para El Desarollo Del Hogar Priopio,Luis Muoz Marin Avenue,Carretera 183,Caguas,PR,726,-1,,(787) 665-6355,(939)282-4201,18.4265,-65.8425
Escuela Parcelas Surez,,Carr. 187 Mediania Baja Parcelas Surez,Calle 2 Esquina #7,Loiza,PR,772,-1,Loiza Municipio,,(787) 665-6124,,02CH012088,0,Foundacion Para El Desarollo Del Hogar Priopio,Luis Muoz Marin Avenue,Carretera 183,Caguas,PR,726,-1,,(787) 665-6124,(939)282-4201,18.4273,-65.8515
Piones,,Carretera 187 Km.5.0 Sector La Torre Bo Torrencilla,,Loiza,PR,772,-1,Loiza Municipio,,(787) 245-0453,,02CH012088,0,Foundacion Para El Desarollo Del Hogar Priopio,Luis Muoz Marin Avenue,Carretera 183,Caguas,PR,726,-1,,(787) 245-0453,(939)282-4201,18.4314,-65.8801
Villas de Loza,,Centro Comunal De Loza Calle 5 -A Bo Canvanasic,,Loiza,PR,772,-1,Loiza Municipio,,(787) 746-1600,,02CH012088,0,Foundacion Para El Desarollo Del Hogar Priopio,Luis Muoz Marin Avenue,Carretera 183,Caguas,PR,726,-1,,(787) 746-1600,(939)282-4201,18.3837,-65.8706
Primavera,,P R 782 Km 6.6,Barrio Naranjo,Comerio,PR,782,-1,Comerio Municipio,,(1) 787-739,,02CH012087,0,Fundacion Para el Desarrollo de Hogar Propio,Luis Muoz Marin Avenue,Carretera 183,Caguas,PR,726,-1,,(1) 787-739,(939)282-4201,18.2284,-66.1764
Caribe Garden 1,,Calle Violeta # 5,Urbanizacion Caribe Gardens,Caguas,PR,725,-1,Caguas Municipio,,(787) 665-4239,,02CH012087,0,Fundacion Para el Desarrollo de Hogar Propio,Luis Muoz Marin Avenue,Carretera 183,Caguas,PR,726,-1,,(787) 665-4239,(939)282-4201,18.2349,-66.0129
Sonadora,,Carr.792 Km.3.0 Sector,"La Escuelita,Bo.Sonadora",Aguas Buenas,PR,703,-1,Aguas Buenas Municipio,,(1) 787-732,,02CH012087,0,Fundacion Para el Desarrollo de Hogar Propio,Luis Muoz Marin Avenue,Carretera 183,Caguas,PR,726,-1,,(1) 787-732,(939)282-4201,18.2665,-66.1162
Villa Marina,,D12 Calle 4,Urb.Villa Marina,Gurabo,PR,778,2219,Gurabo Municipio,,(1) 787-712,,02CH012087,0,Fundacion Para el Desarrollo de Hogar Propio,Luis Muoz Marin Avenue,Carretera 183,Caguas,PR,726,-1,,(1) 787-712,(939)282-4201,18.2541,-65.9804
Columbia College Diurno,,Toms De Castro 183 Street Km.7,Columbia College Campus,Caguas,PR,725,-1,Caguas Municipio,,(787) 712-3749,,02CH012087,0,Fundacion Para el Desarrollo de Hogar Propio,Luis Muoz Marin Avenue,Carretera 183,Caguas,PR,726,-1,,(787) 712-3749,(939)282-4201,18.2238,-66.0266
Anexo,,Bo Toms De Castro,183 Km 1.4,Caguas,PR,725,-1,Caguas Municipio,,(787) 665-4200,,02CH012087,0,Fundacion Para el Desarrollo de Hogar Propio,Luis Muoz Marin Avenue,Carretera 183,Caguas,PR,726,-1,,(787) 665-4200,(939)282-4201,18.2238,-66.0266
Antulio Lpez,,"Residencial Antulio Lpez Edificio Escute Carretera 933, Km 3.0",,Juncos,PR,777,-1,Juncos Municipio,,(787) 561-8817,,02CH012087,0,Fundacion Para el Desarrollo de Hogar Propio,Luis Muoz Marin Avenue,Carretera 183,Caguas,PR,726,-1,,(787) 561-8817,(939)282-4201,18.2277,-65.9305
Manuel Martorell,,Carretera 778 Km 6.6,Residencial Manuel Martorell Bo Naranjo,Comerio,PR,782,-1,Comerio Municipio,,(787) 875-3898,,02CH012087,0,Fundacion Para el Desarrollo de Hogar Propio,Luis Muoz Marin Avenue,Carretera 183,Caguas,PR,726,-1,,(787) 875-3898,(939)282-4201,18.2184,-66.2263
Camino Verde,,CARRETERA794 Bada Vazquez Sector Camino Verde,Bda. Caguitas Camino Verde Km.0.2,Aguas Buenas,PR,703,-1,Aguas Buenas Municipio,,(787) 924-4120,,02CH012087,0,Fundacion Para el Desarrollo de Hogar Propio,Luis Muoz Marin Avenue,Carretera 183,Caguas,PR,726,-1,,(787) 924-4120,(939)282-4201,18.2647,-66.172
Savarona,,Calle Padial Del Caribe # 69,,Caguas,PR,725,-1,Caguas Municipio,,(1) 787-665,,02CH012087,0,Fundacion Para el Desarrollo de Hogar Propio,Luis Muoz Marin Avenue,Carretera 183,Caguas,PR,726,-1,,(1) 787-665,(939)282-4201,18.2388,-66.0352
Caribe Gardens 2,,Calle Juracn B #17 Urb Caribe Gardens,,Caguas,PR,725,-1,Caguas Municipio,,(787) 665-4219,,02CH012087,0,Fundacion Para el Desarrollo de Hogar Propio,Luis Muoz Marin Avenue,Carretera 183,Caguas,PR,726,-1,,(787) 665-4219,(939)282-4201,18.2371,-66.0707
Columbia Nocturno,,Toms De Castro 183 Street Km.7,Columbia College Campus,Caguas,PR,725,-1,Caguas Municipio,,(787) 712-3749,,02CH012087,0,Fundacion Para el Desarrollo de Hogar Propio,Luis Muoz Marin Avenue,Carretera 183,Caguas,PR,726,-1,,(787) 712-3749,(939)282-4201,18.2232,-66.0228
Ada Rivera,,Carretera 931 KM 0.6 Barrio Navarro,,Gurabo,PR,778,-1,Gurabo Municipio,,(787) 704-1737,,02CH012087,0,Fundacion Para el Desarrollo de Hogar Propio,Luis Muoz Marin Avenue,Carretera 183,Caguas,PR,726,-1,,(787) 704-1737,(939)282-4201,18.2263,-66.0017
Lucero / Lucerito,,Calle Luis Muoz Marn Esquina Georgetti,(Lado De La Oficina Central),Caguas,PR,726,-1,,,(1) 787-910,,02CH012087,0,Fundacion Para el Desarrollo de Hogar Propio,Luis Muoz Marin Avenue,Carretera 183,Caguas,PR,726,-1,,(1) 787-910,(939)282-4201,18.2274,-66.0284
Luis Muoz Morales,,Residencial Luis Muoz Morales Edificio #1 APTO#1,,Cayey,PR,736,-1,Cayey Municipio,,(787) 738-7622,,02CH012087,0,Fundacion Para el Desarrollo de Hogar Propio,Luis Muoz Marin Avenue,Carretera 183,Caguas,PR,726,-1,,(787) 738-7622,(939)282-4201,18.1119,-66.166
Maple Drive Head Start,,3611 Maple Dr,,Fort Dodge,IA,50501,6410,Webster County,,(515) 573-2882,,07CH012086,0,"Your Own United Resources, Inc.",214 S 13th St, ,Fort Dodge,IA,50501,4828,Webster County,(515) 573-2882,(515)573-2453 - 202,42.4995,-94.133
Dakota City Head Start,,401 Main St,,Dakota City,IA,50529,5064,Humboldt County,,(515) 332-3193,,07CH012086,0,"Your Own United Resources, Inc.",214 S 13th St, ,Fort Dodge,IA,50501,4828,Webster County,(515) 332-3193,(515)573-2453 - 202,42.7214,-94.2028
Webster City Head Start,,1610 Collins St,Ste 3,Webster City,IA,50595,2623,Hamilton County,,(515) 368-9193,,07CH012086,0,"Your Own United Resources, Inc.",214 S 13th St, ,Fort Dodge,IA,50501,4828,Webster County,(515) 368-9193,(515)573-2453 - 202,42.4624,-93.8435
Eagle Grove Head Start,,121 N Iowa Ave,,Eagle Grove,IA,50533,1723,Wright County,,(515) 603-6116,,07CH012086,0,"Your Own United Resources, Inc.",214 S 13th St, ,Fort Dodge,IA,50501,4828,Webster County,(515) 603-6116,(515)573-2453 - 202,42.665,-93.9063
Comfort Elementary School,,605 Third Street,,Comfort,TX,78013,-1,Kendall County,,,,06CH011607,0,Innovative Network of Knowledge (INK),1110 S Adams St,Modular #4,Fredericksburg,TX,78624,5004,Gillespie County,,(830)331-8908,29.9717,-98.9132
McNab Elementary,,1350 SE 9th Ave,,Pompano Beach,FL,33060,9516,Broward County,,(754) 321-1961,,04CH011046,0,Broward County School Board,"600 SE 3rd Avenue, 14th Floor",,Fort Lauderdale,FL,33301,3125,Broward County,(754) 321-1961,(754)321-1961,26.2141,-80.1095
Tamarac Elementary,,7601 N University Dr,,Tamarac,FL,33321,2905,Broward County,,(754) 321-1961,,04CH011046,0,Broward County School Board,"600 SE 3rd Avenue, 14th Floor",,Fort Lauderdale,FL,33301,3125,Broward County,(754) 321-1961,(754)321-1961,26.2167,-80.2536
Galax Center,,125 Rosenwald Felts Dr,,Galax,VA,24333,4341,Galax city,,(276) 238-8633,,03CH012081,0,Rooftop of Virginia CAP,206 N Main St, ,Galax,VA,24333,2910,Galax city,(276) 238-8633,(276)236-7131 - 243,36.6688,-80.9108
Hillsville Center,,205 Oak St,,Hillsville,VA,24343,1550,Carroll County,,(276) 728-0284,,03CH012081,0,Rooftop of Virginia CAP,206 N Main St, ,Galax,VA,24333,2910,Galax city,(276) 728-0284,(276)236-7131 - 243,36.757,-80.7369
Independence Center,,911 E Main St,,Independence,VA,24348,3827,Grayson County,,(276) 773-0350,,03CH012081,0,Rooftop of Virginia CAP,206 N Main St, ,Galax,VA,24333,2910,Galax city,(276) 773-0350,(276)236-7131 - 243,36.6222,-81.1376
Northglenn Head Start,,10675 Washington St,,Northglenn,CO,80233,4101,Adams County,,(720) 523-4602,,08CH011854,0,Adams County,11860 Pecos St, ,Westminster,CO,80234,2740,Adams County,(720) 523-4602,(720)523-4612,39.8903,-104.9784
Blackwood,,35 E Church St,,Blackwood,NJ,8012,3902,Camden County,,(856) 232-4943,,02CH012051,0,"Center for Family Services, Inc.",584 Benson St, ,Camden,NJ,8103,1324,Camden County,(856) 232-4943,(856)964-1990 - 219,39.8022,-75.0657
KCNA,,525 Clinton St,,Camden,NJ,8103,1223,Camden County,,(856) 408-3106,,02CH012051,0,"Center for Family Services, Inc.",584 Benson St, ,Camden,NJ,8103,1324,Camden County,(856) 408-3106,(856)964-1990 - 219,39.9387,-75.1198
CFS St. Al's Oaklyn,,33 W Haddon Ave,,Oaklyn,NJ,8107,1429,Camden County,,(856) 833-5010,,02CH012051,0,"Center for Family Services, Inc.",584 Benson St, ,Camden,NJ,8103,1324,Camden County,(856) 833-5010,(856)964-1990 - 219,39.9042,-75.0807
Carole Robertson Center - 1111,,1111 S Western Ave,,Chicago,IL,60612,4146,Cook County,,,,05CH012058,0,Carole Robertson Center for Learning,1111 S Western Ave,Ste B,Chicago,IL,60612,4146,Cook County,,(312)243-7300,41.8681,-87.6859
RENTON CAMPBELL HILL,,6418 S 124th St,,Seattle,WA,98178,3627,King County,,(425) 204-4013,,10CH012059,0,Puget Sound Educational Service District - HS,800 Oakesdale Ave SW, ,Renton,WA,98057,5221,King County,(425) 204-4013,(425)917-7700,47.4925,-122.2527
Riverview PreK - 8,,3550 Barkwood Drive,,Johnstown,CO,80534,-1,Weld County,,(970) 613-5761,,08CH011828,0,Thompson School District R2J,407 E 42nd St, ,Loveland,CO,80538,2323,Larimer County,(970) 613-5761,(970)613-5761,40.3873,-104.9696
High Plains PreK - 8,,4255 Buffalo Mountain Dr,,Loveland,CO,80538,8660,Larimer County,,(970) 613-5761,,08CH011828,0,Thompson School District R2J,407 E 42nd St, ,Loveland,CO,80538,2323,Larimer County,(970) 613-5761,(970)613-5761,40.4157,-105.0194
HERITAGE EDUCARE,,625 SW 100th St,,Seattle,WA,98146,3816,King County,,(206) 716-7700,,10CH012059,0,Puget Sound Educational Service District - HS,800 Oakesdale Ave SW, ,Renton,WA,98057,5221,King County,(206) 716-7700,(425)917-7700,47.5138,-122.3432
